"","YAG","region","SECTIONNAME","trained_in_region","number_of_providers","subject_name","living_in_region","earnings_median","difference","difference_prop"
"9677",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",80,8,"Computing",60,31000,-20,-0.25
"9678",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",245,9,"Creative arts and design",135,21900,-110,-0.448979591836735
"9679",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",170,5,"Economics",35,33600,-135,-0.794117647058823
"9680",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,5,"Education and teaching",10,-10000,0,0
"9681",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",280,7,"Engineering",215,31000,-65,-0.232142857142857
"9682",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",105,8,"English studies",75,23400,-30,-0.285714285714286
"9683",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,2,"General, applied and forensic sciences",10,-10000,0,0
"9684",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",205,7,"Geography, earth and environmental studies",130,24800,-75,-0.365853658536585
"9685",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,6,"Health and social care",20,41200,5,0.333333333333333
"9686",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",140,7,"History and archaeology",70,24100,-70,-0.5
"9687",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",105,4,"Languages and area studies",45,27400,-60,-0.571428571428571
"9688",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",300,6,"Law",205,23700,-95,-0.316666666666667
"9689",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,4,"Materials and technology",15,33200,5,0.5
"9690",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",120,5,"Mathematical sciences",60,32500,-60,-0.5
"9691",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",80,7,"Media, journalism and communications",45,21900,-35,-0.4375
"9692",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",20,4,"Medical sciences",10,-10000,-10,-0.5
"9693",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,1,"Medicine and dentistry",5,-10000,5,Inf
"9694",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,2,"Nursing and midwifery",25,20100,15,1.5
"9695",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",40,8,"Performing arts",35,19700,-5,-0.125
"9696",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,2,"Pharmacology, toxicology and pharmacy",5,-10000,-10,-0.666666666666667
"9697",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",35,5,"Philosophy and religious studies",20,26300,-15,-0.428571428571429
"9698",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",40,3,"Physics and astronomy",30,29200,-10,-0.25
"9699",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70,5,"Politics",25,25200,-45,-0.642857142857143
"9700",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",85,8,"Psychology",40,23400,-45,-0.529411764705882
"9701",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",50,8,"Sociology, social policy and anthropology",35,22300,-15,-0.3
"9702",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",35,8,"Sport and exercise sciences",20,23700,-15,-0.428571428571429
"9703",3,"South West","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",75,2,"Veterinary sciences",70,33200,-5,-0.0666666666666667
"9704",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,3,"Agriculture, food and related studies",0,-10000,-5,-1
"9705",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,5,"Allied health",20,24500,5,0.333333333333333
"9706",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,3,"Architecture, building and planning",5,-10000,-5,-0.5
"9707",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",45,9,"Biosciences",30,23700,-15,-0.333333333333333
"9708",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",55,9,"Business and management",70,28500,15,0.272727272727273
"9709",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,3,"Chemistry",5,-10000,0,0
"9710",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,2,"Combined and general studies",15,29200,0,0
"9711",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,8,"Computing",30,29600,0,0
"9712",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",25,7,"Creative arts and design",20,19700,-5,-0.2
"9713",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,5,"Economics",10,31000,-20,-0.666666666666667
"9714",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",40,5,"Education and teaching",60,23500,20,0.5
"9715",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",50,6,"Engineering",55,34300,5,0.1
"9716",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",20,6,"English studies",30,22300,10,0.5
"9717",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,1,"General, applied and forensic sciences",10,-10000,5,1
"9718",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",50,7,"Geography, earth and environmental studies",45,28500,-5,-0.1
"9719",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",25,6,"Health and social care",40,23700,15,0.6
"9720",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",40,6,"History and archaeology",45,24500,5,0.125
"9721",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,4,"Languages and area studies",10,28800,-5,-0.333333333333333
"9722",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",50,6,"Law",45,25200,-5,-0.1
"9723",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,2,"Materials and technology",5,-10000,0,0
"9724",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,5,"Mathematical sciences",15,27400,0,0
"9725",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,4,"Media, journalism and communications",15,23700,0,0
"9726",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",0,2,"Medical sciences",5,-10000,5,Inf
"9727",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,2,"Medicine and dentistry",5,-10000,-5,-0.5
"9728",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,2,"Nursing and midwifery",5,-10000,0,0
"9729",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",30,6,"Performing arts",25,22600,-5,-0.166666666666667
"9730",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",0,1,"Pharmacology, toxicology and pharmacy",0,-10000,0,NA
"9731",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,5,"Philosophy and religious studies",10,-10000,5,1
"9732",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,3,"Physics and astronomy",20,25600,10,1
"9733",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",25,5,"Politics",30,27700,5,0.2
"9734",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",35,8,"Psychology",30,23700,-5,-0.142857142857143
"9735",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",80,8,"Sociology, social policy and anthropology",85,24500,5,0.0625
"9736",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",55,8,"Sport and exercise sciences",45,23000,-10,-0.181818181818182
"9737",3,"South West","PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",0,1,"Veterinary sciences",0,-10000,0,NA
"9738",3,"South West","REAL ESTATE ACTIVITIES",5,2,"Agriculture, food and related studies",5,-10000,0,0
"9739",3,"South West","REAL ESTATE ACTIVITIES",5,2,"Allied health",0,-10000,-5,-1
"9740",3,"South West","REAL ESTATE ACTIVITIES",55,3,"Architecture, building and planning",25,33600,-30,-0.545454545454545
"9741",3,"South West","REAL ESTATE ACTIVITIES",5,3,"Biosciences",5,-10000,0,0
"9742",3,"South West","REAL ESTATE ACTIVITIES",35,9,"Business and management",40,29600,5,0.142857142857143
"9743",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Chemistry",0,-10000,0,NA
"9744",3,"South West","REAL ESTATE ACTIVITIES",5,1,"Combined and general studies",5,-10000,0,0
"9745",3,"South West","REAL ESTATE ACTIVITIES",0,2,"Computing",5,-10000,5,Inf
"9746",3,"South West","REAL ESTATE ACTIVITIES",25,8,"Creative arts and design",20,18600,-5,-0.2
"9747",3,"South West","REAL ESTATE ACTIVITIES",5,3,"Economics",0,-10000,-5,-1
"9748",3,"South West","REAL ESTATE ACTIVITIES",5,4,"Education and teaching",5,-10000,0,0
"9749",3,"South West","REAL ESTATE ACTIVITIES",5,3,"Engineering",5,-10000,0,0
"9750",3,"South West","REAL ESTATE ACTIVITIES",5,6,"English studies",5,-10000,0,0
"9751",3,"South West","REAL ESTATE ACTIVITIES",0,2,"General, applied and forensic sciences",0,-10000,0,NA
"9752",3,"South West","REAL ESTATE ACTIVITIES",20,6,"Geography, earth and environmental studies",10,-10000,-10,-0.5
"9753",3,"South West","REAL ESTATE ACTIVITIES",0,2,"Health and social care",0,-10000,0,NA
"9754",3,"South West","REAL ESTATE ACTIVITIES",5,5,"History and archaeology",5,-10000,0,0
"9755",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Languages and area studies",5,-10000,5,Inf
"9756",3,"South West","REAL ESTATE ACTIVITIES",10,5,"Law",5,-10000,-5,-0.5
"9757",3,"South West","REAL ESTATE ACTIVITIES",0,2,"Materials and technology",0,-10000,0,NA
"9758",3,"South West","REAL ESTATE ACTIVITIES",0,2,"Mathematical sciences",NA,NA,NA,NA
"9759",3,"South West","REAL ESTATE ACTIVITIES",10,5,"Media, journalism and communications",10,-10000,0,0
"9760",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Medical sciences",0,-10000,0,NA
"9761",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Nursing and midwifery",0,-10000,0,NA
"9762",3,"South West","REAL ESTATE ACTIVITIES",10,8,"Performing arts",10,-10000,0,0
"9763",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Pharmacology, toxicology and pharmacy",NA,NA,NA,NA
"9764",3,"South West","REAL ESTATE ACTIVITIES",0,1,"Philosophy and religious studies",NA,NA,NA,NA
"9765",3,"South West","REAL ESTATE ACTIVITIES",5,2,"Politics",0,-10000,-5,-1
"9766",3,"South West","REAL ESTATE ACTIVITIES",10,4,"Psychology",5,-10000,-5,-0.5
"9767",3,"South West","REAL ESTATE ACTIVITIES",15,7,"Sociology, social policy and anthropology",10,-10000,-5,-0.333333333333333
"9768",3,"South West","REAL ESTATE ACTIVITIES",5,2,"Sport and exercise sciences",0,-10000,-5,-1
"9769",3,"South West","TRANSPORTATION AND STORAGE",5,2,"Agriculture, food and related studies",5,-10000,0,0
"9770",3,"South West","TRANSPORTATION AND STORAGE",0,2,"Allied health",5,-10000,5,Inf
"9771",3,"South West","TRANSPORTATION AND STORAGE",0,2,"Architecture, building and planning",5,-10000,5,Inf
"9772",3,"South West","TRANSPORTATION AND STORAGE",5,3,"Biosciences",5,-10000,0,0
"9773",3,"South West","TRANSPORTATION AND STORAGE",50,9,"Business and management",35,27400,-15,-0.3
"9774",3,"South West","TRANSPORTATION AND STORAGE",5,2,"Chemistry",5,-10000,0,0
"9775",3,"South West","TRANSPORTATION AND STORAGE",5,6,"Computing",5,-10000,0,0
"9776",3,"South West","TRANSPORTATION AND STORAGE",20,6,"Creative arts and design",15,19000,-5,-0.25
"9777",3,"South West","TRANSPORTATION AND STORAGE",10,5,"Economics",5,-10000,-5,-0.5
"9778",3,"South West","TRANSPORTATION AND STORAGE",5,2,"Education and teaching",5,-10000,0,0
"9779",3,"South West","TRANSPORTATION AND STORAGE",20,5,"Engineering",15,29900,-5,-0.25
"9780",3,"South West","TRANSPORTATION AND STORAGE",10,5,"English studies",10,-10000,0,0
"9781",3,"South West","TRANSPORTATION AND STORAGE",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"9782",3,"South West","TRANSPORTATION AND STORAGE",20,7,"Geography, earth and environmental studies",10,30300,-10,-0.5
"9783",3,"South West","TRANSPORTATION AND STORAGE",0,1,"Health and social care",0,-10000,0,NA
"9784",3,"South West","TRANSPORTATION AND STORAGE",5,5,"History and archaeology",5,-10000,0,0
"9785",3,"South West","TRANSPORTATION AND STORAGE",10,3,"Languages and area studies",5,-10000,-5,-0.5
"9786",3,"South West","TRANSPORTATION AND STORAGE",10,5,"Law",5,-10000,-5,-0.5
"9787",3,"South West","TRANSPORTATION AND STORAGE",5,2,"Materials and technology",5,-10000,0,0
"9788",3,"South West","TRANSPORTATION AND STORAGE",5,4,"Mathematical sciences",5,-10000,0,0
"9789",3,"South West","TRANSPORTATION AND STORAGE",5,3,"Media, journalism and communications",5,-10000,0,0
"9790",3,"South West","TRANSPORTATION AND STORAGE",0,1,"Medical sciences",NA,NA,NA,NA
"9791",3,"South West","TRANSPORTATION AND STORAGE",0,1,"Nursing and midwifery",NA,NA,NA,NA
"9792",3,"South West","TRANSPORTATION AND STORAGE",10,6,"Performing arts",10,-10000,0,0
"9793",3,"South West","TRANSPORTATION AND STORAGE",0,1,"Philosophy and religious studies",0,-10000,0,NA
"9794",3,"South West","TRANSPORTATION AND STORAGE",5,3,"Physics and astronomy",NA,NA,NA,NA
"9795",3,"South West","TRANSPORTATION AND STORAGE",10,5,"Politics",5,-10000,-5,-0.5
"9796",3,"South West","TRANSPORTATION AND STORAGE",5,4,"Psychology",5,-10000,0,0
"9797",3,"South West","TRANSPORTATION AND STORAGE",5,2,"Sociology, social policy and anthropology",0,-10000,-5,-1
"9798",3,"South West","TRANSPORTATION AND STORAGE",5,4,"Sport and exercise sciences",5,-10000,0,0
"9799",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Agriculture, food and related studies",5,-10000,5,Inf
"9800",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Allied health",0,-10000,0,NA
"9801",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Architecture, building and planning",0,-10000,0,NA
"9802",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,2,"Biosciences",5,-10000,0,0
"9803",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Business and management",5,-10000,5,Inf
"9804",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,2,"Chemistry",0,-10000,-5,-1
"9805",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Combined and general studies",0,-10000,0,NA
"9806",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Computing",0,-10000,0,NA
"9807",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Creative arts and design",0,-10000,0,NA
"9808",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Education and teaching",0,-10000,0,NA
"9809",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,3,"Engineering",5,-10000,0,0
"9810",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"English studies",0,-10000,0,NA
"9811",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,2,"General, applied and forensic sciences",NA,NA,NA,NA
"9812",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",10,4,"Geography, earth and environmental studies",10,-10000,0,0
"9813",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,3,"History and archaeology",0,-10000,0,NA
"9814",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Languages and area studies",NA,NA,NA,NA
"9815",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Law",NA,NA,NA,NA
"9816",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Materials and technology",5,-10000,5,Inf
"9817",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Mathematical sciences",NA,NA,NA,NA
"9818",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,2,"Media, journalism and communications",0,-10000,0,NA
"9819",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Performing arts",5,-10000,5,Inf
"9820",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Politics",NA,NA,NA,NA
"9821",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Psychology",0,-10000,0,NA
"9822",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Sociology, social policy and anthropology",NA,NA,NA,NA
"9823",3,"South West","WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",0,1,"Sport and exercise sciences",0,-10000,0,NA
"9824",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",25,4,"Agriculture, food and related studies",30,17200,5,0.2
"9825",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",35,5,"Allied health",30,27000,-5,-0.142857142857143
"9826",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,5,"Architecture, building and planning",0,-10000,-10,-1
"9827",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",55,11,"Biosciences",40,17500,-15,-0.272727272727273
"9828",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",315,13,"Business and management",195,23700,-120,-0.380952380952381
"9829",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",20,3,"Chemistry",10,24100,-10,-0.5
"9830",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,3,"Combined and general studies",30,20800,20,2
"9831",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",70,8,"Computing",65,20100,-5,-0.0714285714285714
"9832",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",460,10,"Creative arts and design",340,18200,-120,-0.260869565217391
"9833",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",25,6,"Economics",10,-10000,-15,-0.6
"9834",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",30,5,"Education and teaching",35,16400,5,0.166666666666667
"9835",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",45,6,"Engineering",60,33900,15,0.333333333333333
"9836",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",75,9,"English studies",60,19000,-15,-0.2
"9837",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,2,"General, applied and forensic sciences",5,-10000,0,0
"9838",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",55,7,"Geography, earth and environmental studies",45,18600,-10,-0.181818181818182
"9839",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,4,"Health and social care",5,-10000,0,0
"9840",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",50,8,"History and archaeology",45,17200,-5,-0.1
"9841",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",25,4,"Languages and area studies",20,24800,-5,-0.2
"9842",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",35,6,"Law",30,19000,-5,-0.142857142857143
"9843",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,2,"Materials and technology",10,-10000,5,1
"9844",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",20,5,"Mathematical sciences",10,21900,-10,-0.5
"9845",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",70,8,"Media, journalism and communications",60,17900,-10,-0.142857142857143
"9846",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",0,1,"Medical sciences",5,-10000,5,Inf
"9847",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,2,"Nursing and midwifery",5,-10000,0,0
"9848",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",105,11,"Performing arts",115,15300,10,0.0952380952380952
"9849",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",25,2,"Pharmacology, toxicology and pharmacy",25,36300,0,0
"9850",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",20,5,"Philosophy and religious studies",15,21900,-5,-0.25
"9851",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,3,"Physics and astronomy",5,-10000,0,0
"9852",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",20,6,"Politics",10,-10000,-10,-0.5
"9853",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",55,8,"Psychology",45,17900,-10,-0.181818181818182
"9854",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",40,9,"Sociology, social policy and anthropology",35,19000,-5,-0.125
"9855",3,"South West","WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",60,8,"Sport and exercise sciences",40,19700,-20,-0.333333333333333
"9856",3,"South West","NOT KNOWN",5,1,"Agriculture, food and related studies",5,-10000,0,0
"9857",3,"South West","NOT KNOWN",15,5,"Allied health",10,-10000,-5,-0.333333333333333
"9858",3,"South West","NOT KNOWN",5,4,"Architecture, building and planning",5,-10000,0,0
"9859",3,"South West","NOT KNOWN",15,6,"Biosciences",10,-10000,-5,-0.333333333333333
"9860",3,"South West","NOT KNOWN",65,11,"Business and management",50,20800,-15,-0.230769230769231
"9861",3,"South West","NOT KNOWN",5,1,"Chemistry",NA,NA,NA,NA
"9862",3,"South West","NOT KNOWN",0,1,"Combined and general studies",30,11700,30,Inf
"9863",3,"South West","NOT KNOWN",15,5,"Computing",10,26300,-5,-0.333333333333333
"9864",3,"South West","NOT KNOWN",80,8,"Creative arts and design",40,16100,-40,-0.5
"9865",3,"South West","NOT KNOWN",10,4,"Economics",5,-10000,-5,-0.5
"9866",3,"South West","NOT KNOWN",20,6,"Education and teaching",25,20100,5,0.25
"9867",3,"South West","NOT KNOWN",30,5,"Engineering",25,17600,-5,-0.166666666666667
"9868",3,"South West","NOT KNOWN",15,7,"English studies",15,20100,0,0
"9869",3,"South West","NOT KNOWN",0,1,"General, applied and forensic sciences",0,-10000,0,NA
"9870",3,"South West","NOT KNOWN",15,4,"Geography, earth and environmental studies",10,-10000,-5,-0.333333333333333
"9871",3,"South West","NOT KNOWN",10,5,"Health and social care",5,-10000,-5,-0.5
"9872",3,"South West","NOT KNOWN",15,4,"History and archaeology",10,-10000,-5,-0.333333333333333
"9873",3,"South West","NOT KNOWN",5,3,"Languages and area studies",5,-10000,0,0
"9874",3,"South West","NOT KNOWN",20,5,"Law",10,18600,-10,-0.5
"9875",3,"South West","NOT KNOWN",5,3,"Materials and technology",5,-10000,0,0
"9876",3,"South West","NOT KNOWN",10,5,"Mathematical sciences",5,-10000,-5,-0.5
"9877",3,"South West","NOT KNOWN",25,6,"Media, journalism and communications",15,17500,-10,-0.4
"9878",3,"South West","NOT KNOWN",5,2,"Medical sciences",0,-10000,-5,-1
"9879",3,"South West","NOT KNOWN",5,2,"Medicine and dentistry",NA,NA,NA,NA
"9880",3,"South West","NOT KNOWN",10,3,"Nursing and midwifery",15,24500,5,0.5
"9881",3,"South West","NOT KNOWN",25,9,"Performing arts",20,19300,-5,-0.2
"9882",3,"South West","NOT KNOWN",0,1,"Pharmacology, toxicology and pharmacy",NA,NA,NA,NA
"9883",3,"South West","NOT KNOWN",10,4,"Philosophy and religious studies",5,-10000,-5,-0.5
"9884",3,"South West","NOT KNOWN",0,2,"Physics and astronomy",5,-10000,5,Inf
