"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"17316","M","Mathematical sciences",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",15,"Level 8"
"17317","F","Psychology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,"Level 7 (taught)"
"17318","M","Creative arts and design",1,"MANUFACTURING",3,"MANUFACTURING",15,"Level 7 (taught)"
"17319","F","Economics",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,"Level 7 (taught)"
"17320","F","Biosciences",1,"MANUFACTURING",3,"MANUFACTURING",15,"Level 7 (taught)"
"17321","F","Languages and area studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17322","M","Geography, earth and environmental studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17323","M","Media, journalism and communications",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17324","F","Sociology, social policy and anthropology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,"Level 7 (taught)"
"17325","F","Medical sciences",1,"EDUCATION",3,"EDUCATION",15,"Level 7 (taught)"
"17326","F","Economics",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",15,"Level 7 (taught)"
"17327","F","Philosophy and religious studies",1,"EDUCATION",3,"EDUCATION",15,"Level 7 (taught)"
"17328","F","Geography, earth and environmental studies",1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",15,"Level 7 (taught)"
"17329","F","Pharmacology, toxicology and pharmacy",1,"MANUFACTURING",3,"MANUFACTURING",15,"Level 7 (taught)"
"17330","M","Computing",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",15,"Level 7 (taught)"
"17331","M","Creative arts and design",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17332","M","Geography, earth and environmental studies",1,"CONSTRUCTION",3,"CONSTRUCTION",15,"Level 7 (taught)"
"17333","M","Performing arts",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17334","M","Medical sciences",1,"EDUCATION",3,"EDUCATION",15,"Level 8"
"17335","F","Biosciences",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",15,"Level 7 (taught)"
"17336","F","Politics",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17337","F","Combined and general studies",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,"Level 7 (taught)"
"17338","M","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17339","F","Medicine and dentistry",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",15,"Level 7 (taught)"
"17340","M","Allied health",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17341","F","Geography, earth and environmental studies",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17342","M","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",15,"Level 7 (taught)"
"17343","M","Education and teaching",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",15,"Level 7 (taught)"
"17344","M","Engineering",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,"Level 8"
"17345","M","Languages and area studies",1,"EDUCATION",3,"EDUCATION",15,"Level 7 (taught)"
"17346","F","Geography, earth and environmental studies",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",15,"Level 7 (taught)"
"17347","F","Medical sciences",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,"Level 8"
"17348","F","Engineering",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",15,"Level 7 (taught)"
"17349","F","Medical sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 8"
"17350","F","Architecture, building and planning",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",15,"Level 7 (taught)"
"17351","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,"Level 7 (taught)"
"17352","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 7 (taught)"
"17353","F","Health and social care",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"EDUCATION",15,"Level 7 (taught)"
"17354","F","Law",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17355","F","PGCE",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",15,"Level 7 (taught)"
"17356","F","PGCE",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17357","M","Architecture, building and planning",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,"Level 7 (taught)"
"17358","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 7 (taught)"
"17359","M","Creative arts and design",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",15,"Level 7 (taught)"
"17360","M","Education and teaching",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 7 (taught)"
"17361","M","English studies",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",15,"Level 7 (taught)"
"17362","M","General, applied and forensic sciences",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 7 (taught)"
"17363","M","Performing arts",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",15,"Level 7 (taught)"
"17364","M","Sport and exercise sciences",1,"EDUCATION",3,"ARTS, ENTERTAINMENT AND RECREATION",15,"Level 7 (taught)"
"17365","F","Engineering",1,"MANUFACTURING",3,"MANUFACTURING",15,"Level 8"
"17366","M","Medicine and dentistry",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",15,"Level 8"
"17367","M","English studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17368","M","Economics",1,"EDUCATION",3,"EDUCATION",15,"Level 8"
"17369","F","Computing",1,"EDUCATION",3,"EDUCATION",15,"Level 8"
"17370","F","Sociology, social policy and anthropology",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",15,"Level 7 (taught)"
"17371","F","Pharmacology, toxicology and pharmacy",1,"EDUCATION",3,"EDUCATION",15,"Level 8"
"17372","F","Agriculture, food and related studies",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17373","M","History and archaeology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17374","F","Business and management",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17375","F","Medicine and dentistry",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17376","M","Geography, earth and environmental studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17377","M","Philosophy and religious studies",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17378","F","Sociology, social policy and anthropology",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (research)"
"17379","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17380","F","Business and management",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"INFORMATION AND COMMUNICATION",10,"Level 7 (taught)"
"17381","F","Education and teaching",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"Level 7 (taught)"
"17382","F","English studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17383","F","PGCE",1,"EDUCATION",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17384","F","Psychology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17385","M","Computing",1,"INFORMATION AND COMMUNICATION",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17386","M","MBA",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17387","M","Medicine and dentistry",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17388","M","PGCE",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"Level 7 (taught)"
"17389","M","PGCE",1,"EDUCATION",3,"OTHER SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17390","M","Sport and exercise sciences",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17391","M","Medicine and dentistry",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 8"
"17392","M","Physics and astronomy",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 8"
"17393","F","Architecture, building and planning",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17394","M","Languages and area studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17395","M","Business and management",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17396","M","Architecture, building and planning",1,"REAL ESTATE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17397","F","Materials and technology",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 8"
"17398","F","Health and social care",1,"EDUCATION",3,"EDUCATION",10,"Level 8"
"17399","F","Biosciences",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17400","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"INFORMATION AND COMMUNICATION",10,"Level 7 (taught)"
"17401","F","Business and management",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17402","F","Business and management",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17403","F","Business and management",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"MANUFACTURING",10,"Level 7 (taught)"
"17404","F","Materials and technology",1,"EDUCATION",3,"EDUCATION",10,"Level 7 (taught)"
"17405","M","Media, journalism and communications",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"Level 7 (taught)"
"17406","F","Sociology, social policy and anthropology",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"Level 7 (taught)"
"17407","M","Business and management",1,"INFORMATION AND COMMUNICATION",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17408","M","Education and teaching",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17409","M","Chemistry",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 8"
"17410","F","Combined and general studies",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17411","F","General, applied and forensic sciences",1,"EDUCATION",3,"EDUCATION",10,"Level 7 (taught)"
"17412","F","Agriculture, food and related studies",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"Level 7 (taught)"
"17413","F","Business and management",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17414","F","Business and management",1,"INFORMATION AND COMMUNICATION",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"Level 7 (taught)"
"17415","F","Computing",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"Level 7 (taught)"
"17416","F","Education and teaching",1,"OTHER SERVICE ACTIVITIES",3,"OTHER SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17417","F","Geography, earth and environmental studies",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17418","F","Health and social care",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17419","F","Law",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17420","F","Law",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17421","F","Nursing and midwifery",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17422","F","Performing arts",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17423","F","Psychology",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17424","F","Psychology",1,"REAL ESTATE ACTIVITIES",3,"REAL ESTATE ACTIVITIES",10,"Level 7 (taught)"
"17425","M","Chemistry",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17426","M","Economics",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17427","M","Engineering",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17428","M","English studies",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17429","M","General, applied and forensic sciences",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17430","M","MBA",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17431","M","MBA",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"Level 7 (taught)"
"17432","M","PGCE",1,"EDUCATION",3,"INFORMATION AND COMMUNICATION",10,"Level 7 (taught)"
"17433","M","PGCE",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17434","M","Philosophy and religious studies",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17435","M","Sport and exercise sciences",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17436","F","Medicine and dentistry",1,"EDUCATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 8"
"17437","M","Chemistry",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",10,"Level 8"
"17438","M","Materials and technology",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 8"
"17439","F","Engineering",1,"CONSTRUCTION",3,"CONSTRUCTION",10,"Level 7 (taught)"
"17440","F","Pharmacology, toxicology and pharmacy",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 8"
"17441","F","Performing arts",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17442","F","Geography, earth and environmental studies",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"Level 7 (taught)"
"17443","F","Politics",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17444","M","Engineering",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"CONSTRUCTION",10,"Level 7 (taught)"
"17445","F","Education and teaching",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",10,"Level 7 (taught)"
"17446","F","Media, journalism and communications",1,"INFORMATION AND COMMUNICATION",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17447","F","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17448","F","Business and management",1,"EDUCATION",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17449","F","Sociology, social policy and anthropology",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17450","M","Agriculture, food and related studies",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17451","M","Architecture, building and planning",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17452","M","Business and management",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"MANUFACTURING",10,"Level 7 (taught)"
"17453","M","Business and management",1,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17454","M","Physics and astronomy",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17455","F","Medicine and dentistry",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"EDUCATION",10,"Level 8"
"17456","M","Engineering",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 8"
"17457","F","Politics",1,"INFORMATION AND COMMUNICATION",3,"INFORMATION AND COMMUNICATION",10,"Level 7 (taught)"
"17458","M","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (research)"
"17459","M","Business and management",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17460","F","Politics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17461","F","Allied health",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17462","F","Allied health",1,"ARTS, ENTERTAINMENT AND RECREATION",3,"ARTS, ENTERTAINMENT AND RECREATION",10,"Level 7 (taught)"
"17463","F","Allied health",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17464","F","Allied health",1,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17465","F","Business and management",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"Level 7 (taught)"
"17466","F","Business and management",1,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"Level 7 (taught)"
"17467","F","Business and management",1,"FINANCIAL AND INSURANCE ACTIVITIES",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"Level 7 (taught)"
"17468","F","Health and social care",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"EDUCATION",10,"Level 7 (taught)"
"17469","F","Law",1,"MANUFACTURING",3,"MANUFACTURING",10,"Level 7 (taught)"
"17470","F","PGCE",1,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",3,"EDUCATION",10,"Level 7 (taught)"
"17471","F","PGCE",1,"EDUCATION",3,"CONSTRUCTION",10,"Level 7 (taught)"
"17472","F","PGCE",1,"EDUCATION",3,"MANUFACTURING",10,"Level 7 (taught)"
"17473","M","Economics",1,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"Level 7 (taught)"
"17474","M","English studies",1,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"Level 7 (taught)"
"17475","M","Geography, earth and environmental studies",1,"TRANSPORTATION AND STORAGE",3,"TRANSPORTATION AND STORAGE",10,"Level 7 (taught)"
"17476","M","Health and social care",1,"EDUCATION",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"Level 7 (taught)"
"17477","M","Law",1,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3,"FINANCIAL AND INSURANCE ACTIVITIES",10,"Level 7 (taught)"
"17478","M","MBA",1,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",3,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",10,"Level 7 (taught)"
