,sex.x,subject_name,YAG.x,SECTIONNAME.x,YAG.y,SECTIONNAME.y,count,qualification_TR.x
19803,M,"Media, journalism and communications",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 7 (taught)
19804,M,"Media, journalism and communications",3,INFORMATION AND COMMUNICATION,5,OTHER SERVICE ACTIVITIES,5,Level 7 (taught)
19805,M,"Media, journalism and communications",3,INFORMATION AND COMMUNICATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 7 (taught)
19806,M,"Media, journalism and communications",3,RADIO BROADCASTING,5,RADIO BROADCASTING,5,Level 7 (taught)
19807,M,Medical sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19808,M,Medicine and dentistry,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19809,M,Medicine and dentistry,3,EDUCATION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19810,M,Medicine and dentistry,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19811,M,Nursing and midwifery,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19812,M,Nursing and midwifery,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19813,M,PGCE,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19814,M,PGCE,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,MANUFACTURING,5,Level 7 (taught)
19815,M,PGCE,3,"ARTS, ENTERTAINMENT AND RECREATION",5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19816,M,PGCE,3,FINANCIAL AND INSURANCE ACTIVITIES,5,EDUCATION,5,Level 7 (taught)
19817,M,PGCE,3,FINANCIAL AND INSURANCE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19818,M,PGCE,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19819,M,PGCE,3,INFORMATION AND COMMUNICATION,5,EDUCATION,5,Level 7 (taught)
19820,M,PGCE,3,MANUFACTURING,5,EDUCATION,5,Level 7 (taught)
19821,M,PGCE,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19822,M,PGCE,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,EDUCATION,5,Level 7 (taught)
19823,M,PGCE,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19824,M,"Pharmacology, toxicology and pharmacy",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,EDUCATION,5,Level 7 (taught)
19825,M,"Pharmacology, toxicology and pharmacy",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19826,M,Physics and astronomy,3,MANUFACTURING,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19827,M,Politics,3,FINANCIAL AND INSURANCE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19828,M,Politics,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,OTHER SERVICE ACTIVITIES,5,Level 7 (taught)
19829,M,Politics,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19830,M,Politics,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19831,M,Politics,3,REAL ESTATE ACTIVITIES,5,REAL ESTATE ACTIVITIES,5,Level 7 (taught)
19832,M,Psychology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19833,M,Psychology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19834,M,Psychology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19835,M,Psychology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 7 (taught)
19836,M,Psychology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19837,M,"Sociology, social policy and anthropology",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,EDUCATION,5,Level 7 (taught)
19838,M,"Sociology, social policy and anthropology",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 7 (taught)
19839,M,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 7 (taught)
19840,M,"Sociology, social policy and anthropology",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19841,M,Sport and exercise sciences,3,OTHER SERVICE ACTIVITIES,5,"ARTS, ENTERTAINMENT AND RECREATION",5,Level 7 (taught)
19842,M,Veterinary sciences,3,EDUCATION,5,EDUCATION,5,Level 7 (taught)
19843,F,Allied health,3,EDUCATION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19844,F,"Architecture, building and planning",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19845,F,Biosciences,3,EDUCATION,5,OTHER SERVICE ACTIVITIES,5,Level 8
19846,F,Biosciences,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19847,F,Business and management,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 8
19848,F,Chemistry,3,EDUCATION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19849,F,Education and teaching,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19850,F,Education and teaching,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19851,F,Engineering,3,CONSTRUCTION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19852,F,Engineering,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19853,F,Engineering,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19854,F,"Geography, earth and environmental studies",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19855,F,History and archaeology,3,EDUCATION,5,"ARTS, ENTERTAINMENT AND RECREATION",5,Level 8
19856,F,Languages and area studies,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 8
19857,F,Languages and area studies,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19858,F,Medical sciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19859,F,Medicine and dentistry,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19860,F,Medicine and dentistry,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19861,F,"Pharmacology, toxicology and pharmacy",3,MANUFACTURING,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19862,F,Philosophy and religious studies,3,OTHER SERVICE ACTIVITIES,5,OTHER SERVICE ACTIVITIES,5,Level 8
19863,F,Politics,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19864,F,Psychology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19865,F,Psychology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19866,F,"Sociology, social policy and anthropology",3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19867,F,"Sociology, social policy and anthropology",3,INFORMATION AND COMMUNICATION,5,INFORMATION AND COMMUNICATION,5,Level 8
19868,M,"Agriculture, food and related studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19869,M,Biosciences,3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ARTS, ENTERTAINMENT AND RECREATION",5,Level 8
19870,M,Biosciences,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19871,M,Business and management,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 8
19872,M,Chemistry,3,EDUCATION,5,MANUFACTURING,5,Level 8
19873,M,Chemistry,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19874,M,Chemistry,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19875,M,Chemistry,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19876,M,Computing,3,EDUCATION,5,INFORMATION AND COMMUNICATION,5,Level 8
19877,M,Education and teaching,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19878,M,Engineering,3,EDUCATION,5,INFORMATION AND COMMUNICATION,5,Level 8
19879,M,Engineering,3,EDUCATION,5,MANUFACTURING,5,Level 8
19880,M,"Geography, earth and environmental studies",3,EDUCATION,5,INFORMATION AND COMMUNICATION,5,Level 8
19881,M,History and archaeology,3,EDUCATION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 8
19882,M,History and archaeology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19883,M,History and archaeology,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 8
19884,M,History and archaeology,3,INFORMATION AND COMMUNICATION,5,INFORMATION AND COMMUNICATION,5,Level 8
19885,M,Languages and area studies,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19886,M,Law,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19887,M,Materials and technology,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19888,M,Materials and technology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,5,Level 8
19889,M,Materials and technology,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19890,M,Materials and technology,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19891,M,Medicine and dentistry,3,EDUCATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19892,M,Medicine and dentistry,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19893,M,Physics and astronomy,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19894,M,Psychology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,INFORMATION AND COMMUNICATION,5,Level 8
19895,M,Psychology,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19896,M,"Sociology, social policy and anthropology",3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 8
19897,M,Engineering,3,EDUCATION,5,EDUCATION,5,Level 7 (research)
19898,M,"Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 8
19899,F,Materials and technology,3,MANUFACTURING,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19900,F,Materials and technology,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19901,M,Biosciences,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 7 (taught)
19902,M,Engineering,3,MANUFACTURING,5,INFORMATION AND COMMUNICATION,5,Level 8
19903,F,Philosophy and religious studies,3,EDUCATION,5,EDUCATION,5,Level 7 (research)
19904,F,"Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,REAL ESTATE ACTIVITIES,5,Level 7 (taught)
19905,F,Performing arts,3,EDUCATION,5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,Level 7 (taught)
19906,F,"Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19907,F,"Sociology, social policy and anthropology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,OTHER SERVICE ACTIVITIES,5,Level 7 (taught)
19908,M,Economics,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19909,M,Engineering,3,MANUFACTURING,5,EDUCATION,5,Level 7 (taught)
19910,M,History and archaeology,3,MANUFACTURING,5,MANUFACTURING,5,Level 7 (taught)
19911,M,Mathematical sciences,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 7 (taught)
19912,F,"Architecture, building and planning",3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,Level 8
19913,F,Chemistry,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,Level 8
19914,M,Medical sciences,3,MANUFACTURING,5,MANUFACTURING,5,Level 8
19915,M,Business and management,3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19916,M,Performing arts,3,EDUCATION,5,OTHER SERVICE ACTIVITIES,5,Level 7 (taught)
19917,M,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19918,M,Computing,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,INFORMATION AND COMMUNICATION,5,Level 8
19919,F,"Geography, earth and environmental studies",3,EDUCATION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,Level 7 (taught)
19920,F,Nursing and midwifery,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,Level 7 (taught)
19921,F,"Sociology, social policy and anthropology",3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,MANUFACTURING,5,Level 7 (taught)
19922,F,Computing,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,INFORMATION AND COMMUNICATION,5,Level 7 (taught)
19923,F,Languages and area studies,3,EDUCATION,5,EDUCATION,0,Level 7 (research)
19924,M,Biosciences,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (research)
19925,M,Business and management,3,EDUCATION,5,EDUCATION,0,Level 7 (research)
19926,F,"Agriculture, food and related studies",3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
19927,F,"Agriculture, food and related studies",3,MANUFACTURING,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
19928,F,Allied health,3,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,0,Level 7 (taught)
19929,F,Allied health,3,CONSTRUCTION,5,CONSTRUCTION,0,Level 7 (taught)
19930,F,Biosciences,3,EDUCATION,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
19931,F,Business and management,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
19932,F,Business and management,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19933,F,Combined and general studies,3,INFORMATION AND COMMUNICATION,5,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
19934,F,Creative arts and design,3,INFORMATION AND COMMUNICATION,5,EDUCATION,0,Level 7 (taught)
19935,F,Creative arts and design,3,MANUFACTURING,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
19936,F,Education and teaching,3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,5,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS - UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN USE,0,Level 7 (taught)
19937,F,Education and teaching,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19938,F,Education and teaching,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
19939,F,Engineering,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
19940,F,Engineering,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
19941,F,"General, applied and forensic sciences",3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
19942,F,Health and social care,3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19943,F,Mathematical sciences,3,TRANSPORTATION AND STORAGE,5,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
19944,F,"Media, journalism and communications",3,"ARTS, ENTERTAINMENT AND RECREATION",5,EDUCATION,0,Level 7 (taught)
19945,F,Performing arts,3,EDUCATION,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
19946,F,Philosophy and religious studies,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
19947,F,Politics,3,EDUCATION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
19948,F,Politics,3,INFORMATION AND COMMUNICATION,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
19949,F,Psychology,3,FINANCIAL AND INSURANCE ACTIVITIES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
19950,F,"Sociology, social policy and anthropology",3,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
19951,F,Sport and exercise sciences,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
19952,M,"Agriculture, food and related studies",3,TRANSPORTATION AND STORAGE,5,TRANSPORTATION AND STORAGE,0,Level 7 (taught)
19953,M,Allied health,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,EDUCATION,0,Level 7 (taught)
19954,M,Allied health,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,0,Level 7 (taught)
19955,M,Allied health,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
19956,M,Business and management,3,INFORMATION AND COMMUNICATION,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19957,M,Computing,3,INFORMATION AND COMMUNICATION,5,EDUCATION,0,Level 7 (taught)
19958,M,Computing,3,INFORMATION AND COMMUNICATION,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19959,M,Economics,3,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
19960,M,Economics,3,EDUCATION,5,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,0,Level 7 (taught)
19961,M,Economics,3,INFORMATION AND COMMUNICATION,5,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,0,Level 7 (taught)
19962,M,Engineering,3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",0,Level 7 (taught)
19963,M,Engineering,3,WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5,MANUFACTURING,0,Level 7 (taught)
19964,M,"General, applied and forensic sciences",3,INFORMATION AND COMMUNICATION,5,INFORMATION AND COMMUNICATION,0,Level 7 (taught)
19965,M,"Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
19966,M,History and archaeology,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,0,Level 7 (taught)
19967,M,Languages and area studies,3,FINANCIAL AND INSURANCE ACTIVITIES,5,FINANCIAL AND INSURANCE ACTIVITIES,0,Level 7 (taught)
19968,M,Law,3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,CONSTRUCTION,0,Level 7 (taught)
19969,M,Law,3,PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY,5,OTHER SERVICE ACTIVITIES,0,Level 7 (taught)
