"","sex.x","subject_name","YAG.x","SECTIONNAME.x","YAG.y","SECTIONNAME.y","count","qualification_TR.x"
"11909","F+M","Business and management",3,"REAL ESTATE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11910","F+M","Languages and area studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",10,"First degree"
"11911","F+M","Politics",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",10,"First degree"
"11912","F+M","Allied health",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",10,"First degree"
"11913","F+M","Biosciences",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"11914","F+M","Geography, earth and environmental studies",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11915","F+M","Mathematical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",10,"First degree"
"11916","F+M","Media, journalism and communications",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11917","F+M","Media, journalism and communications",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",10,"First degree"
"11918","F+M","Pharmacology, toxicology and pharmacy",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11919","F+M","Pharmacology, toxicology and pharmacy",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11920","F+M","History and archaeology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11921","F+M","Physics and astronomy",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11922","F+M","Sociology, social policy and anthropology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"EDUCATION",10,"First degree"
"11923","F+M","Business and management",3,"INFORMATION AND COMMUNICATION",5,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"11924","F+M","Media, journalism and communications",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"11925","F+M","Allied health",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",10,"First degree"
"11926","F+M","English studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"REAL ESTATE ACTIVITIES",10,"First degree"
"11927","F+M","Sociology, social policy and anthropology",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",10,"First degree"
"11928","F+M","Allied health",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",10,"First degree"
"11929","F+M","Allied health",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11930","F+M","Architecture, building and planning",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11931","F+M","Architecture, building and planning",3,"REAL ESTATE ACTIVITIES",5,"CONSTRUCTION",10,"First degree"
"11932","F+M","Biosciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",10,"First degree"
"11933","F+M","Biosciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11934","F+M","Business and management",3,"CONSTRUCTION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11935","F+M","Business and management",3,"EDUCATION",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"11936","F+M","Chemistry",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"11937","F+M","Chemistry",3,"TRANSPORTATION AND STORAGE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11938","F+M","Combined and general studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11939","F+M","Computing",3,"CONSTRUCTION",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"11940","F+M","Computing",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11941","F+M","Computing",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"11942","F+M","Computing",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11943","F+M","Creative arts and design",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11944","F+M","Creative arts and design",3,"EDUCATION",5,"MANUFACTURING",10,"First degree"
"11945","F+M","Creative arts and design",3,"OTHER SERVICE ACTIVITIES",5,"EDUCATION",10,"First degree"
"11946","F+M","Creative arts and design",3,"OTHER SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"11947","F+M","Creative arts and design",3,"REAL ESTATE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"11948","F+M","Engineering",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11949","F+M","Engineering",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11950","F+M","Engineering",3,"MANUFACTURING",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11951","F+M","Engineering",3,"MANUFACTURING",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11952","F+M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"11953","F+M","Engineering",3,"TRANSPORTATION AND STORAGE",5,"CONSTRUCTION",10,"First degree"
"11954","F+M","English studies",3,"INFORMATION AND COMMUNICATION",5,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"11955","F+M","Geography, earth and environmental studies",3,"OTHER SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11956","F+M","Geography, earth and environmental studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11957","F+M","Geography, earth and environmental studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11958","F+M","Health and social care",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11959","F+M","History and archaeology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11960","F+M","History and archaeology",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11961","F+M","History and archaeology",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"11962","F+M","Languages and area studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11963","F+M","Mathematical sciences",3,"TRANSPORTATION AND STORAGE",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"11964","F+M","Media, journalism and communications",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"11965","F+M","Medical sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11966","F+M","Medicine and dentistry",3,"EDUCATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11967","F+M","Nursing and midwifery",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"11968","F+M","Performing arts",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"MANUFACTURING",10,"First degree"
"11969","F+M","Performing arts",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"11970","F+M","Performing arts",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11971","F+M","Performing arts",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11972","F+M","Psychology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"EDUCATION",10,"First degree"
"11973","F+M","Psychology",3,"CONSTRUCTION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11974","F+M","Psychology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"11975","F+M","Sport and exercise sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11976","F+M","Sport and exercise sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"TRANSPORTATION AND STORAGE",10,"First degree"
"11977","F+M","Sport and exercise sciences",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11978","F+M","Sport and exercise sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11979","F+M","Veterinary sciences",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",10,"First degree"
"11980","F+M","Sociology, social policy and anthropology",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"11981","F+M","English studies",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11982","F+M","Media, journalism and communications",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"11983","F+M","History and archaeology",3,"OTHER SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11984","F+M","Combined and general studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"MANUFACTURING",10,"First degree"
"11985","F+M","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"11986","F+M","General, applied and forensic sciences",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11987","F+M","Media, journalism and communications",3,"REAL ESTATE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"11988","F+M","Philosophy and religious studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"EDUCATION",10,"First degree"
"11989","F+M","Education and teaching",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11990","F+M","English studies",3,"TRANSPORTATION AND STORAGE",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11991","F+M","History and archaeology",3,"EDUCATION",5,"ARTS, ENTERTAINMENT AND RECREATION",10,"First degree"
"11992","F+M","Chemistry",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"11993","F+M","Creative arts and design",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"AGRICULTURE, FORESTRY AND FISHING",10,"First degree"
"11994","F+M","Education and teaching",3,"EDUCATION",5,"CONSTRUCTION",10,"First degree"
"11995","F+M","English studies",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"11996","F+M","Geography, earth and environmental studies",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11997","F+M","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"11998","F+M","Computing",3,"TRANSPORTATION AND STORAGE",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"11999","F+M","Business and management",3,"TRANSPORTATION AND STORAGE",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"12000","F+M","Health and social care",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"12001","F+M","Law",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"CONSTRUCTION",10,"First degree"
"12002","F+M","Geography, earth and environmental studies",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"12003","F+M","Business and management",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"TRANSPORTATION AND STORAGE",10,"First degree"
"12004","F+M","Architecture, building and planning",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"12005","F+M","Computing",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"12006","F+M","Computing",3,"TRANSPORTATION AND STORAGE",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"12007","F+M","Creative arts and design",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"12008","F+M","Creative arts and design",3,"INFORMATION AND COMMUNICATION",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"12009","F+M","Creative arts and design",3,"INFORMATION AND COMMUNICATION",5,"TRANSPORTATION AND STORAGE",10,"First degree"
"12010","F+M","Economics",3,"INFORMATION AND COMMUNICATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"12011","F+M","Education and teaching",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"12012","F+M","Engineering",3,"EDUCATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"12013","F+M","English studies",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12014","F+M","English studies",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"TRANSPORTATION AND STORAGE",10,"First degree"
"12015","F+M","Geography, earth and environmental studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"12016","F+M","Geography, earth and environmental studies",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12017","F+M","Health and social care",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"12018","F+M","History and archaeology",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12019","F+M","History and archaeology",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"12020","F+M","History and archaeology",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"TRANSPORTATION AND STORAGE",10,"First degree"
"12021","F+M","Mathematical sciences",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"12022","F+M","Mathematical sciences",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12023","F+M","Media, journalism and communications",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",10,"First degree"
"12024","F+M","Media, journalism and communications",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"FINANCIAL AND INSURANCE ACTIVITIES",10,"First degree"
"12025","F+M","Performing arts",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12026","F+M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",10,"First degree"
"12027","F+M","Pharmacology, toxicology and pharmacy",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",10,"First degree"
"12028","F+M","Philosophy and religious studies",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",10,"First degree"
"12029","F+M","Physics and astronomy",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",10,"First degree"
"12030","F+M","Sociology, social policy and anthropology",3,"EDUCATION",5,"INFORMATION AND COMMUNICATION",10,"First degree"
"12031","F+M","Sport and exercise sciences",3,"ARTS, ENTERTAINMENT AND RECREATION",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",10,"First degree"
"12032","F+M","Sport and exercise sciences",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",10,"First degree"
"12033","F+M","Sport and exercise sciences",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",10,"First degree"
"12034","F+M","Philosophy and religious studies",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"EDUCATION",5,"First degree"
"12035","F+M","Biosciences",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"12036","F+M","Biosciences",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"12037","F+M","Law",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"12038","F+M","Biosciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"12039","F+M","Languages and area studies",3,"INFORMATION AND COMMUNICATION",5,"EDUCATION",5,"First degree"
"12040","F+M","Allied health",3,"EDUCATION",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"12041","F+M","Architecture, building and planning",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"12042","F+M","Business and management",3,"EDUCATION",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"12043","F+M","Computing",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12044","F+M","Creative arts and design",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"12045","F+M","Economics",3,"INFORMATION AND COMMUNICATION",5,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"First degree"
"12046","F+M","Media, journalism and communications",3,"MANUFACTURING",5,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"First degree"
"12047","F+M","Performing arts",3,"INFORMATION AND COMMUNICATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"12048","F+M","Pharmacology, toxicology and pharmacy",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"MANUFACTURING",5,"First degree"
"12049","F+M","Politics",3,"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES",5,"OTHER SERVICE ACTIVITIES",5,"First degree"
"12050","F+M","Sociology, social policy and anthropology",3,"REAL ESTATE ACTIVITIES",5,"EDUCATION",5,"First degree"
"12051","F+M","Sport and exercise sciences",3,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",5,"First degree"
"12052","F+M","English studies",3,"REAL ESTATE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12053","F+M","Languages and area studies",3,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"EDUCATION",5,"First degree"
"12054","F+M","Physics and astronomy",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"First degree"
"12055","F+M","Philosophy and religious studies",3,"INFORMATION AND COMMUNICATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12056","F+M","Sport and exercise sciences",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"12057","F+M","Philosophy and religious studies",3,"FINANCIAL AND INSURANCE ACTIVITIES",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12058","F+M","Sociology, social policy and anthropology",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"12059","F+M","Economics",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"12060","F+M","Health and social care",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"12061","F+M","Agriculture, food and related studies",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"12062","F+M","Agriculture, food and related studies",3,"EDUCATION",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12063","F+M","Agriculture, food and related studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"12064","F+M","Architecture, building and planning",3,"MANUFACTURING",5,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"First degree"
"12065","F+M","Biosciences",3,"INFORMATION AND COMMUNICATION",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"12066","F+M","Biosciences",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"ARTS, ENTERTAINMENT AND RECREATION",5,"First degree"
"12067","F+M","Business and management",3,"EDUCATION",5,"FINANCIAL AND INSURANCE ACTIVITIES",5,"First degree"
"12068","F+M","Business and management",3,"EDUCATION",5,"REAL ESTATE ACTIVITIES",5,"First degree"
"12069","F+M","Business and management",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WATER SUPPLY - SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",5,"First degree"
"12070","F+M","Business and management",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"TRANSPORTATION AND STORAGE",5,"First degree"
"12071","F+M","Business and management",3,"REAL ESTATE ACTIVITIES",5,"HUMAN HEALTH AND SOCIAL WORK ACTIVITIES",5,"First degree"
"12072","F+M","Business and management",3,"TRANSPORTATION AND STORAGE",5,"EDUCATION",5,"First degree"
"12073","F+M","Chemistry",3,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
"12074","F+M","Combined and general studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"EDUCATION",5,"First degree"
"12075","F+M","Combined and general studies",3,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5,"WHOLESALE AND RETAIL TRADE - REPAIR OF MOTOR VEHICLES AND MOTORCYCLES",5,"First degree"
"12076","F+M","Combined and general studies",3,"PUBLIC ADMINISTRATION AND DEFENCE - COMPULSORY SOCIAL SECURITY",5,"EDUCATION",5,"First degree"
"12077","F+M","Computing",3,"ACCOMMODATION AND FOOD SERVICE ACTIVITIES",5,"INFORMATION AND COMMUNICATION",5,"First degree"
